razao,endereco,bairro,venda,data,combustivel,cidade,ix_semana
PETROLIM LTDA,"PRACA EXPEDICIONARIO ASSUNCAO, 12",Centro,4.999,2020-06-01,gasolina,Nova Lima,1073
JACK COMBUSTIVEIS EIRELI,"RUA DOUTOR ANIBAL MORAES QUINTAO, 71",Centro,4.849,2020-01-14,gasolina,Nova Lima,1074
POSTO JAMBREIRO LTDA,"RODOVIA MG 30 KM 18,",Ouro Velho Mansoes,4.857,2020-01-14,gasolina,Nova Lima,1074
POSTO CURVA DO RETIRO LTDA,"RODOVIA BR 040, 2000 KM 548 - LOTES 01 A 12",Jardim Canada,4.859,2020-01-14,gasolina,Nova Lima,1074
CATALAO COMERCIAL LTDA,"ROD. MG 030, 8625 SHOPPING SERENA MALL",Vale do Sereno,4.8889999999999985,2020-01-14,gasolina,Nova Lima,1074
PHILADELPHIA DERIVADOS DE PETROLEO LTDA,"PRACA DR. ERNANI RIB. SILVA, 22",Centro,4.949,2020-01-14,gasolina,Nova Lima,1074
GRAFER COMERCIAL LTDA,"RODOVIA BR 040, S/N KM 544 ZONA RURAL",São Sebastião de Águas Claras,4.998,2020-01-14,gasolina,Nova Lima,1074
PETROLIM LTDA,"PRACA EXPEDICIONARIO ASSUNCAO, 12",Centro,4.999,2020-01-14,gasolina,Nova Lima,1074
JACK COMBUSTIVEIS EIRELI,"RUA DOUTOR ANIBAL MORAES QUINTAO, 71",Centro,4.849,2020-01-21,gasolina,Nova Lima,1075
POSTO JAMBREIRO LTDA,"RODOVIA MG 30 KM 18,",Ouro Velho Mansoes,4.857,2020-01-21,gasolina,Nova Lima,1075
POSTO CURVA DO RETIRO LTDA,"RODOVIA BR 040, 2000 KM 548 - LOTES 01 A 12",Jardim Canada,4.859,2020-01-21,gasolina,Nova Lima,1075
CATALAO COMERCIAL LTDA,"ROD. MG 030, 8625 SHOPPING SERENA MALL",Vale do Sereno,4.8889999999999985,2020-01-21,gasolina,Nova Lima,1075
PHILADELPHIA DERIVADOS DE PETROLEO LTDA,"PRACA DR. ERNANI RIB. SILVA, 22",Centro,4.949,2020-01-21,gasolina,Nova Lima,1075
GRAFER COMERCIAL LTDA,"RODOVIA BR 040, S/N KM 544 ZONA RURAL",São Sebastião de Águas Claras,4.998,2020-01-21,gasolina,Nova Lima,1075
PETROLIM LTDA,"PRACA EXPEDICIONARIO ASSUNCAO, 12",Centro,4.999,2020-01-21,gasolina,Nova Lima,1075
JACK COMBUSTIVEIS EIRELI,"RUA DOUTOR ANIBAL MORAES QUINTAO, 71",Centro,4.849,2020-01-29,gasolina,Nova Lima,1076
POSTO JAMBREIRO LTDA,"RODOVIA MG 30 KM 18,",Ouro Velho Mansoes,4.857,2020-01-29,gasolina,Nova Lima,1076
CATALAO COMERCIAL LTDA,"ROD. MG 030, 8625 SHOPPING SERENA MALL",Vale do Sereno,4.8889999999999985,2020-01-29,gasolina,Nova Lima,1076
PHILADELPHIA DERIVADOS DE PETROLEO LTDA,"PRACA DR. ERNANI RIB. SILVA, 22",Centro,4.899,2020-01-29,gasolina,Nova Lima,1076
POSTO CURVA DO RETIRO LTDA,"RODOVIA BR 040, 2000 KM 548 - LOTES 01 A 12",Jardim Canada,4.899,2020-01-29,gasolina,Nova Lima,1076
GRAFER COMERCIAL LTDA,"RODOVIA BR 040, S/N KM 544 ZONA RURAL",São Sebastião de Águas Claras,4.998,2020-01-29,gasolina,Nova Lima,1076
PETROLIM LTDA,"PRACA EXPEDICIONARIO ASSUNCAO, 12",Centro,4.999,2020-01-29,gasolina,Nova Lima,1076
JACK COMBUSTIVEIS EIRELI,"RUA DOUTOR ANIBAL MORAES QUINTAO, 71",Centro,4.849,2020-05-02,gasolina,Nova Lima,1077
POSTO JAMBREIRO LTDA,"RODOVIA MG 30 KM 18,",Ouro Velho Mansoes,4.857,2020-05-02,gasolina,Nova Lima,1077
CATALAO COMERCIAL LTDA,"ROD. MG 030, 8625 SHOPPING SERENA MALL",Vale do Sereno,4.8889999999999985,2020-05-02,gasolina,Nova Lima,1077
PHILADELPHIA DERIVADOS DE PETROLEO LTDA,"PRACA DR. ERNANI RIB. SILVA, 22",Centro,4.899,2020-05-02,gasolina,Nova Lima,1077
POSTO CURVA DO RETIRO LTDA,"RODOVIA BR 040, 2000 KM 548 - LOTES 01 A 12",Jardim Canada,4.899,2020-05-02,gasolina,Nova Lima,1077
GRAFER COMERCIAL LTDA,"RODOVIA BR 040, S/N KM 544 ZONA RURAL",São Sebastião de Águas Claras,4.998,2020-05-02,gasolina,Nova Lima,1077
PETROLIM LTDA,"PRACA EXPEDICIONARIO ASSUNCAO, 12",Centro,4.999,2020-05-02,gasolina,Nova Lima,1077
CATALAO COMERCIAL LTDA,"ROD. MG 030, 8625 SHOPPING SERENA MALL",Vale do Sereno,4.797,2020-12-02,gasolina,Nova Lima,1078
JACK COMBUSTIVEIS EIRELI,"RUA DOUTOR ANIBAL MORAES QUINTAO, 71",Centro,4.849,2020-12-02,gasolina,Nova Lima,1078
POSTO JAMBREIRO LTDA,"RODOVIA MG 30 KM 18,",Ouro Velho Mansoes,4.857,2020-12-02,gasolina,Nova Lima,1078
POSTO CURVA DO RETIRO LTDA,"RODOVIA BR 040, 2000 KM 548 - LOTES 01 A 12",Jardim Canada,4.899,2020-12-02,gasolina,Nova Lima,1078
PHILADELPHIA DERIVADOS DE PETROLEO LTDA,"PRACA DR. ERNANI RIB. SILVA, 22",Centro,4.899,2020-12-02,gasolina,Nova Lima,1078
GRAFER COMERCIAL LTDA,"RODOVIA BR 040, S/N KM 544 ZONA RURAL",São Sebastião de Águas Claras,4.998,2020-12-02,gasolina,Nova Lima,1078
PETROLIM LTDA,"PRACA EXPEDICIONARIO ASSUNCAO, 12",Centro,4.999,2020-12-02,gasolina,Nova Lima,1078
CATALAO COMERCIAL LTDA,"ROD. MG 030, 8625 SHOPPING SERENA MALL",Vale do Sereno,4.797,2020-02-19,gasolina,Nova Lima,1079
POSTO JAMBREIRO LTDA,"RODOVIA MG 30 KM 18,",Ouro Velho Mansoes,4.797,2020-02-19,gasolina,Nova Lima,1079
JACK COMBUSTIVEIS EIRELI,"RUA DOUTOR ANIBAL MORAES QUINTAO, 71",Centro,4.849,2020-02-19,gasolina,Nova Lima,1079
PHILADELPHIA DERIVADOS DE PETROLEO LTDA,"PRACA DR. ERNANI RIB. SILVA, 22",Centro,4.899,2020-02-19,gasolina,Nova Lima,1079
POSTO CURVA DO RETIRO LTDA,"RODOVIA BR 040, 2000 KM 548 - LOTES 01 A 12",Jardim Canada,4.899,2020-02-19,gasolina,Nova Lima,1079
GRAFER COMERCIAL LTDA,"RODOVIA BR 040, S/N KM 544 ZONA RURAL",São Sebastião de Águas Claras,4.978,2020-02-19,gasolina,Nova Lima,1079
PETROLIM LTDA,"PRACA EXPEDICIONARIO ASSUNCAO, 12",Centro,4.999,2020-02-19,gasolina,Nova Lima,1079
CATALAO COMERCIAL LTDA,"ROD. MG 030, 8625 SHOPPING SERENA MALL",Vale do Sereno,4.797,2020-02-26,gasolina,Nova Lima,1080
POSTO JAMBREIRO LTDA,"RODOVIA MG 30 KM 18,",Ouro Velho Mansoes,4.799,2020-02-26,gasolina,Nova Lima,1080
JACK COMBUSTIVEIS EIRELI,"RUA DOUTOR ANIBAL MORAES QUINTAO, 71",Centro,4.849,2020-02-26,gasolina,Nova Lima,1080
PHILADELPHIA DERIVADOS DE PETROLEO LTDA,"PRACA DR. ERNANI RIB. SILVA, 22",Centro,4.899,2020-02-26,gasolina,Nova Lima,1080
POSTO CURVA DO RETIRO LTDA,"RODOVIA BR 040, 2000 KM 548 - LOTES 01 A 12",Jardim Canada,4.899,2020-02-26,gasolina,Nova Lima,1080
GRAFER COMERCIAL LTDA,"RODOVIA BR 040, S/N KM 544 ZONA RURAL",São Sebastião de Águas Claras,4.998,2020-02-26,gasolina,Nova Lima,1080
PETROLIM LTDA,"PRACA EXPEDICIONARIO ASSUNCAO, 12",Centro,4.999,2020-02-26,gasolina,Nova Lima,1080
CATALAO COMERCIAL LTDA,"ROD. MG 030, 8625 SHOPPING SERENA MALL",Vale do Sereno,4.797,2020-04-03,gasolina,Nova Lima,1081
POSTO JAMBREIRO LTDA,"RODOVIA MG 30 KM 18,",Ouro Velho Mansoes,4.799,2020-04-03,gasolina,Nova Lima,1081
JACK COMBUSTIVEIS EIRELI,"RUA DOUTOR ANIBAL MORAES QUINTAO, 71",Centro,4.849,2020-04-03,gasolina,Nova Lima,1081
PHILADELPHIA DERIVADOS DE PETROLEO LTDA,"PRACA DR. ERNANI RIB. SILVA, 22",Centro,4.899,2020-04-03,gasolina,Nova Lima,1081
POSTO CURVA DO RETIRO LTDA,"RODOVIA BR 040, 2000 KM 548 - LOTES 01 A 12",Jardim Canada,4.899,2020-04-03,gasolina,Nova Lima,1081
GRAFER COMERCIAL LTDA,"RODOVIA BR 040, S/N KM 544 ZONA RURAL",São Sebastião de Águas Claras,4.998,2020-04-03,gasolina,Nova Lima,1081
PETROLIM LTDA,"PRACA EXPEDICIONARIO ASSUNCAO, 12",Centro,4.999,2020-04-03,gasolina,Nova Lima,1081
